src/ui/contact.js:143:Work with me / Hide (title)	함께 작업하기 / 숨기기
src/ui/TargetBoxes.js:114:DOWN	격추
src/ui/TargetBoxes.js:133:FIRING	발사 중
src/ui/TargetBoxes.js:136:LOCK {nn}%	고정 {nn}%
src/ui/TargetBoxes.js:140:TARGET	표적
index.html:6:Elemental Sandbox — Procedural Ability VFX Playground	엘리멘탈 샌드박스 — 절차적 능력 VFX 놀이터
index.html:27:Elemental Sandbox (loader title)	엘리멘탈 샌드박스
index.html:29:Growing the crystals…	결정 키우는 중…
src/ui/Editor.js:28:VFX Editor (GUI title)	VFX 에디터
src/ui/Editor.js:31:My preset	내 프리셋
src/ui/Editor.js:74:cast animation	시전 동작
src/ui/Editor.js:147:Saved preset "{name}"	프리셋 "{이름}" 저장됨
src/ui/Editor.js:160:Loaded "{selected}"	"{이름}" 불러와짐
src/ui/Editor.js:176:Duplicated to "{copy}"	"{이름}"로 복제됨
src/ui/Editor.js:190:Preset deleted	프리셋 삭제됨
src/ui/Editor.js:210:Settings imported	설정 가져와짐
src/ui/Editor.js:212:Imported {n} preset(s)	프리셋 {n}개 가져와짐
src/ui/Editor.js:213:Nothing imported	가져온 것 없음
src/ui/Editor.js:227:Reset to defaults	기본값으로 초기화됨
src/ui/Editor.js:508:droplet gradient	물방울 그라데이션
src/ui/Editor.js:563:sparkle gradient	불티 그라데이션
src/ui/Editor.js:598:mote gradient	티끌 그라데이션
src/ui/Editor.js:1771:Droplet gradient	물방울 그라데이션
src/ui/Editor.js:1785:Mist gradient	안개 그라데이션
src/ui/Editor.js:1826:Bead gradient	구슬 그라데이션
src/ui/Editor.js:1827:Glint gradient	반짝이 그라데이션
src/ui/Editor.js:2012:Mist gradient	안개 그라데이션
src/ui/Editor.js:2167:Gas gradient	가스 그라데이션
